Parcela;Obs_parcela;N.;Nome_comum;Familia;;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;
TLO_007a012;NA;201;ARABA VERMELHO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;190G;MATAMATA AMARELO;Lecythidaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_007a012;NA;202;ENVIRA PRETA;Lauraceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_007a012;NA;202E;UCUUBA PRETA;Lauraceae;;12,2;12,2;EST;NA;NA;2015;;
TLO_007a012;NA;203;SUCUPIRA CHORONA;Annonaceae;;17,7;15,8;EST;NA;NA;2015;;
TLO_007a012;NA;203A;ENVIRA PRETA;Burseraceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_007a012;NA;203H;BUCHUCHU;Anacardiaceae;;13,1;12,9;EST;NA;NA;2015;;
TLO_007a012;NA;204;RIPEIRO VERMELHO;Rubiaceae;;16,8;15,3;EST;NA;NA;2015;;
TLO_007a012;NA;205;MATAMATA AMARELO;Anacardiaceae;;17,8;15,9;EST;NA;NA;2015;;
TLO_007a012;NA;206;ENVIRA PRETA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;206F;ENVIRA FOFA;Meliaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;207;MANDIOQUEIRA;Lauraceae;;25,2;19,9;EST;NA;NA;2015;;
TLO_007a012;NA;208;PAU ROSA;Moraceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_007a012;NA;209;LOURO BOSTA;Sapotaceae;;27,5;21,0;EST;NA;NA;2015;;
TLO_007a012;NA;210;ENVIRA PRETA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;211;BREU VERMELHO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;212;CAJUI;Myristicaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;213;MUIRAXIMBE;Lauraceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_007a012;NA;214;BREU VERMELHO;Sapindaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;214A;BREU BRANCO;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;215;GITO VERMELHO;Lecythidaceae;;10,8;11,2;EST;NA;NA;2015;;
TLO_007a012;NA;215E;LOURO PRETO;Sapotaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_007a012;NA;216;PAU RAINHA;Chrysobalanaceae;;26,3;20,4;EST;NA;NA;2015;;
TLO_007a012;NA;217;ABIURANA OLHO DE VEADO;Rubiaceae;;49,6;29,2;EST;NA;NA;2015;;
TLO_007a012;NA;217B;BREU VERMELHO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;217I;INGA VERMELHA;NA;;10,8;11,2;EST;NA;NA;2015;;
TLO_007a012;NA;218;RIPEIRO BRANCO;Sapotaceae;;21,7;18,1;EST;NA;NA;2015;;
TLO_007a012;NA;218E;UCUUBA VERMELHA;Sapotaceae;;10,9;11,3;EST;NA;NA;2015;;
TLO_007a012;NA;219;LOURO AMARELO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;220;PITOMBA DA MATA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;221;ENVIRA PRETA;Olacaceae;;12,2;12,2;EST;NA;NA;2015;;
TLO_007a012;NA;222;RIPEIRO BRANCO;Lecythidaceae;;21,4;17,9;EST;NA;NA;2015;;
TLO_007a012;NA;203J;MARMELEIRO;Sapotaceae;;NA;NA;EST;NA;NA;2015;;
TLO_007a012;NA;223;ABIURANA ABIU;Burseraceae;;38,5;25,5;EST;NA;NA;2015;;
TLO_007a012;NA;224;UXIRANA;Lecythidaceae;;20,4;17,4;EST;NA;NA;2015;;
TLO_007a012;NA;225;TABOQUINHA;Sapotaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_007a012;NA;226;MATAMATA AMARELO;Sapotaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_007a012;NA;226I;CAROBA;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_007a012;NA;227;ABIURANA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;228;ABIURANA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;228B;MATAMATA AMARELO;Sapotaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_007a012;NA;229;MATAMATA AMARELO;Sapotaceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_007a012;NA;230;ACARIQUARA ROXA;Humiriaceae;;19,5;16,9;EST;NA;NA;2015;;
TLO_007a012;NA;230I;SAPATEIRO;NA;;11,1;11,5;EST;NA;NA;2015;;
TLO_007a012;NA;231;RIPEIRO VERMELHO;Lecythidaceae;;20,5;17,4;EST;NA;NA;2015;;
TLO_007a012;NA;232;ABIURANA BATINGA;Lauraceae;;40,7;26,3;EST;NA;NA;2015;;
TLO_007a012;NA;233;CASTANHA DE MACACO;Burseraceae;;105,0;39,6;EST;NA;NA;2015;;
TLO_007a012;NA;234;MATAMATA AMARELO;Lecythidaceae;;26,1;20,3;EST;NA;NA;2015;;
TLO_007a012;NA;235;BREU PITOMBA;Fabaceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_007a012;NA;236;MATAMATA AMARELO;Burseraceae;;19,9;17,1;EST;NA;NA;2015;;
TLO_007a012;NA;237;ABIURANA CASCA FINA;Moraceae;;20,4;17,4;EST;NA;NA;2015;;
TLO_007a012;NA;238;ABIURANA OLHO DE VEADO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;239;BREU PITOMBA;Meliaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;240;INGA CHINELO;Lecythidaceae;;19,4;16,8;EST;NA;NA;2015;;
TLO_007a012;NA;241;ABIURANA;Moraceae;;44,3;27,5;EST;NA;NA;2015;;
TLO_007a012;NA;242;ABIURANA DOURADINHA;Clusiaceae;;27,1;20,8;EST;NA;NA;2015;;
TLO_007a012;NA;242F;MATAMATA AMARELO;Lauraceae;;10,7;11,2;EST;NA;NA;2015;;
TLO_007a012;NA;243;LOURO BRANCO;Lecythidaceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_007a012;NA;243G;MACUCU;Chrysobalanaceae;;10,2;10,8;EST;NA;NA;2015;;
TLO_007a012;NA;244;BREU BRANCO;NA;;17,2;15,5;EST;NA;NA;2015;;
TLO_007a012;NA;245;RIPEIRO VERMELHO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;246;INGA VERMELHA;Lecythidaceae;;31,2;22,6;EST;NA;NA;2015;;
TLO_007a012;NA;246I;RIPEIRO BRANCO;NA;;10,8;11,2;EST;NA;NA;2015;;
TLO_007a012;NA;247;BREU BRANCO;Lecythidaceae;;17,1;15,5;EST;NA;NA;2015;;
TLO_007a012;NA;248;GUARIUBA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;249;TACHI VERMELHO;Sapotaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_007a012;NA;250;GITO BRANCO;Myrtaceae;;14,7;14,0;EST;NA;NA;2015;;
TLO_007a012;NA;251;ARABA ROXO;Sapotaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_007a012;NA;252;JARAI;Fabaceae;;17,5;15,7;EST;NA;NA;2015;;
TLO_007a012;NA;252A ;SAPATEIRO;Sapotaceae;;10,3;10,9;EST;NA;NA;2015;;
TLO_007a012;NA;253;ARABA ROXO;Fabaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_007a012;NA;254;LOURO PRETO;Lecythidaceae;;53,6;30,3;EST;NA;NA;2015;;
TLO_007a012;NA;255G;PEPINO DA MATA;Burseraceae;;10,0;10,6;EST;NA;NA;2015;;
TLO_007a012;NA;255;RIPEIRO BRANCO;Lecythidaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_007a012;NA;255B;MARI BRAVO;NA;;13,0;12,8;EST;NA;NA;2015;;
TLO_007a012;NA;256;BREU PITOMBA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;257;MUIRATINGA;Lecythidaceae;;17,6;15,8;EST;NA;NA;2015;;
TLO_007a012;NA;258;CUMARU AMARELO;Combretaceae;;46,1;28,1;EST;NA;NA;2015;;
TLO_007a012;NA;258A1;FAVEIRA;Sapotaceae;;16,2;14,9;EST;NA;NA;2015;;
TLO_007a012;NA;258A2;BREU VERMELHO;Lecythidaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_007a012;NA;258A3;MATAMATA AMARELO;Burseraceae;;17,5;15,7;EST;NA;NA;2015;;
TLO_007a012;NA;259;RIPEIRO VERMELHO;Lauraceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_007a012;NA;260;CASTANHA PRETA;Chrysobalanaceae;;32,7;23,3;EST;NA;NA;2015;;
TLO_007a012;NA;261;ABIURANA OLHO DE VEADO;Lauraceae;;20,3;17,3;EST;NA;NA;2015;;
TLO_007a012;NA;262;ARACA BRAVO;NA;;16,7;15,2;EST;NA;NA;2015;;
TLO_007a012;NA;263;ABIURANA ROXA;Rubiaceae;;11,8;12,0;EST;NA;NA;2015;;
TLO_007a012;NA;264;INGA VERMELHA;Sapotaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_007a012;NA;265;ABIURANA DOURADINHA;NA;;23,3;18,9;EST;NA;NA;2015;;
TLO_007a012;NA;266;CUMARURANA;Fabaceae;;79,6;36,0;EST;NA;NA;2015;;
TLO_007a012;NA;267;RIPEIRO VERMELHO;NA;;15,7;14,6;EST;NA;NA;2015;;
TLO_007a012;NA;268;BREU MANGA;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;269;RIPEIRO VERMELHO;Violaceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_007a012;NA;269A;ARACA BRAVO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;270;BREU MANGA;Combretaceae;;22,6;18,6;EST;NA;NA;2015;;
TLO_007a012;NA;271;CASTANHA JARANA FG;Olacaceae;;19,9;17,1;EST;NA;NA;2015;;
TLO_007a012;NA;272;ABIURANA CASCA FINA;Olacaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_007a012;NA;273;ABIURANA FEDORENTA;Lecythidaceae;;24,1;19,4;EST;NA;NA;2015;;
TLO_007a012;NA;274;MATAMATA AMARELO;Euphorbiaceae;;17,6;15,8;EST;NA;NA;2015;;
TLO_007a012;NA;275;BREU BRANCO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;276;ITAUBA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;277;SERINGARANA;NA;;30,8;22,5;EST;NA;NA;2015;;
TLO_007a012;NA;278;LOURO ARITU;Olacaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;279;UXIRANA;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;280;TABOQUINHA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;281;ABIURANA ABIU;Lecythidaceae;;47,5;28,5;EST;NA;NA;2015;;
TLO_007a012;NA;282;MACUCU;NA;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;283;UXI DE COTIA;Rhizophoraceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;284;MUIRATINGA;Nyctaginaceae;;12,9;12,7;EST;NA;NA;2015;;
TLO_007a012;NA;284G;CAFE BRAVO;Chrysobalanaceae;;10,9;11,3;EST;NA;NA;2015;;
TLO_007a012;NA;285;CASTANHA JARANA FM;Myristicaceae;;23,9;19,2;EST;NA;NA;2015;;
TLO_007a012;NA;286;JOAO MOLE;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;286C;UCUUBA VERMELHA;Lecythidaceae;;13,7;13,3;EST;NA;NA;2015;;
TLO_007a012;NA;286E;NA;Moraceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_007a012;NA;287;BRANQUINHA;Lecythidaceae;;11,9;12,0;EST;NA;NA;2015;;
TLO_007a012;NA;288;FAVEIRA FF;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;289;TANIMBUCA;Sapotaceae;;78,6;35,8;EST;NA;NA;2015;;
TLO_007a012;NA;290;SUCUPIRA CHORONA;Humiriaceae;;15,4;14,4;EST;NA;NA;2015;;
TLO_007a012;NA;291;SUCUPIRA CHORONA;Lecythidaceae;;19,5;16,9;EST;NA;NA;2015;;
TLO_007a012;NA;292;RIPEIRO VERMELHO;Fabaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_007a012;NA;293;PIAOZINHO;Fabaceae;;15,1;14,2;EST;NA;NA;2015;;
TLO_007a012;NA;294;ANGELIM RAJADO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;295;CUMARURANA;Bignoniaceae;;53,0;30,1;EST;NA;NA;2015;;
TLO_007a012;NA;296;SUCUPIRA CHORONA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_007a012;NA;297;RIPEIRO VERMELHO;Olacaceae;;13,4;13,1;EST;NA;NA;2015;;
TLO_013a018;NA;298;ENVIRA FOFA;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;299;ABIURANA BATINGA;NA;;44,6;27,6;EST;NA;NA;2015;;
TLO_013a018;NA;299I1;MUIRAJIBOIA JERIMUM;NA;;10,4;10,9;EST;NA;NA;2015;;
TLO_013a018;NA;300;MATAMATA AMARELO;NA;;25,4;20,0;EST;NA;NA;2015;;
TLO_013a018;NA;300C;TACHI VERMELHO;Fabaceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_013a018;NA;301;PAU SANTO;Myrtaceae;;23,7;19,1;EST;NA;NA;2015;;
TLO_013a018;NA;302;JOAO MOLE;Sapotaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_013a018;NA;303;MACUCU;Sapotaceae;;24,2;19,4;EST;NA;NA;2015;;
TLO_013a018;NA;303A;UCUUBA ;Apocynaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;304;GUARIUBA;Burseraceae;;33,3;23,5;EST;NA;NA;2015;;
TLO_013a018;NA;304F;MATAMATA AMARELO;Fabaceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_013a018;NA;305;GUARIUBA;Apocynaceae;;19,4;16,8;EST;NA;NA;2015;;
TLO_013a018;NA;305I;MUIRATINGA;NA;;10,2;10,8;EST;NA;NA;2015;;
TLO_013a018;NA;306;RIPEIRO VERMELHO;Melastomataceae;;22,6;18,6;EST;NA;NA;2015;;
TLO_013a018;NA;307;PAJURAZINHO;Bombacaceae;;32,5;23,2;EST;NA;NA;2015;;
TLO_013a018;NA;308;MAPARAJUBA;Lecythidaceae;;18,2;16,1;EST;NA;NA;2015;;
TLO_013a018;NA;309;UXIRANA;Sapotaceae;;41,7;26,7;EST;NA;NA;2015;;
TLO_013a018;NA;310;MATAMATA AMARELO;Fabaceae;;18,1;16,1;EST;NA;NA;2015;;
TLO_013a018;NA;311;MUIRAJIBOIA;Fabaceae;;16,0;14,8;EST;NA;NA;2015;;
TLO_013a018;NA;312;BREU VERMELHO;Olacaceae;;13,6;13,2;EST;NA;NA;2015;;
TLO_013a018;NA;313;BREU BRANCO;Lecythidaceae;;27,9;21,2;EST;NA;NA;2015;;
TLO_013a018;NA;314;CAROBA;Apocynaceae;;15,6;14,5;EST;NA;NA;2015;;
TLO_013a018;NA;315;MATAMATA AMARELO;Myristicaceae;;63,6;32,8;EST;NA;NA;2015;;
TLO_013a018;NA;315C;MUIRAJIBOIA JERIMUM;NA;;11,4;11,7;EST;NA;NA;2015;;
TLO_013a018;NA;316;MUCURAO;Lecythidaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_013a018;NA;317;GITO BRANCO;Apocynaceae;;35,5;24,4;EST;NA;NA;2015;;
TLO_013a018;NA;318;MUIRAJIBOIA;NA;;33,0;23,4;EST;NA;NA;2015;;
TLO_013a018;NA;319;ACARIQUARA ROXA;Sapotaceae;;23,7;19,1;EST;NA;NA;2015;;
TLO_013a018;NA;320;CARAIPE;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;321;MUCURAO;Apocynaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;322;EMBAUBARANA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;323;FAVA PARKIA;Burseraceae;;20,4;17,4;EST;NA;NA;2015;;
TLO_013a018;NA;324;GOIABINHA;Euphorbiaceae;;17,7;15,8;EST;NA;NA;2015;;
TLO_013a018;NA;325;ABIURANA;Dichapetalaceae;;22,5;18,5;EST;NA;NA;2015;;
TLO_013a018;NA;326;ABIURANA CASCA FINA;Sapotaceae;;14,8;14,0;EST;NA;NA;2015;;
TLO_013a018;NA;326C;PEPINO DA MATA;Lecythidaceae;;19,2;16,7;EST;NA;NA;2015;;
TLO_013a018;NA;327;BREU MANGA;Lecythidaceae;;20,5;17,4;EST;NA;NA;2015;;
TLO_013a018;NA;328;FAVA PARKIA;Apocynaceae;;26,5;20,5;EST;NA;NA;2015;;
TLO_013a018;NA;328B;CARAPANAUBA;Euphorbiaceae;;21,2;17,8;EST;NA;NA;2015;;
TLO_013a018;NA;328E;BUCHUCHU;Quiinaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;329;MUNGUBA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;329D;MATAMATA AMARELO;Euphorbiaceae;;11,2;11,5;EST;NA;NA;2015;;
TLO_013a018;NA;329I;RIPEIRO BRANCO;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_013a018;NA;330;ABIURANA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;331;MUCURAO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;332;ARABA ROXO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;333;ACARIQUARA ROXA;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;334;MATAMATA AMARELO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;335;PEPINO DA MATA;Apocynaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;336;UCUUBA VERMELHA;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;337;TAQUARI;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;338;LOURO PRETO;NA;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;339;MUCURAO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;340;MATAMATA AMARELO;Violaceae;;40,0;26,1;EST;NA;NA;2015;;
TLO_013a018;NA;341;ACARIQUARA BRANCA;Elaeocarpaceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_013a018;NA;342;MAMAOZINHO;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;343;ABIURANA ABIU;Moraceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_013a018;NA;344;MUIRATINGA;Fabaceae;;17,3;15,6;EST;NA;NA;2015;;
TLO_013a018;NA;345;PEPINO DA MATA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;346;MATAMATA AMARELO;Sapotaceae;;13,2;12,9;EST;NA;NA;2015;;
TLO_013a018;NA;346I;UCUUBA BRANCA;NA;;11,2;11,5;EST;NA;NA;2015;;
TLO_013a018;NA;347;BREU MANGA;Annonaceae;;34,6;24,0;EST;NA;NA;2015;;
TLO_013a018;NA;348;TAQUARI BRANCO;Bombacaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;323J;ENVIRA PRETA;Euphorbiaceae;;NA;NA;EST;NA;NA;2015;;
TLO_013a018;NA;349;MUCURAO;Sterculiaceae;;14,3;13,7;EST;NA;NA;2015;;
TLO_013a018;NA;350;ABIURANA ABIU;Boraginaceae;;21,0;17,7;EST;NA;NA;2015;;
TLO_013a018;NA;351;RIPEIRO BRANCO;Myrtaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;352;CASTANHA JARANA FG;Myrtaceae;;24,3;19,5;EST;NA;NA;2015;;
TLO_013a018;NA;353;ACARIQUARA BRANCA;Annonaceae;;19,0;16,6;EST;NA;NA;2015;;
TLO_013a018;NA;353E;UCUUBA;Fabaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_013a018;NA;353B;URUCURANA;Fabaceae;;12,9;12,7;EST;NA;NA;2015;;
TLO_013a018;NA;353H;CASCA DOCE;Sterculiaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_013a018;NA;354;JARAI;Myristicaceae;;34,6;24,0;EST;NA;NA;2015;;
TLO_013a018;NA;354I;NA;NA;;10,8;11,2;EST;NA;NA;2015;;
TLO_013a018;NA;355;TAQUARI BRANCO;Euphorbiaceae;;20,9;17,7;EST;NA;NA;2015;;
TLO_013a018;NA;356;MATAMATA AMARELO;Fabaceae;;15,6;14,5;EST;NA;NA;2015;;
TLO_013a018;NA;357;MATAMATA AMARELO;Euphorbiaceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_013a018;NA;358;MATAMATA AMARELO;NA;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;358A;LOURO PRETO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;359;INGA VERMELHA;NA;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;360;PAU MARFIM;NA;;42,5;26,9;EST;NA;NA;2015;;
TLO_013a018;NA;361;MATAMATA AMARELO;Sterculiaceae;;39,4;25,9;EST;NA;NA;2015;;
TLO_013a018;NA;362;MUIRAPIRANGA FM;Lauraceae;;28,4;21,4;EST;NA;NA;2015;;
TLO_013a018;NA;363;TAQUARI;Melastomataceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;364;FAVA FOLHA FINA;Olacaceae;;41,6;26,6;EST;NA;NA;2015;;
TLO_013a018;NA;365;MUCURAO;Burseraceae;;11,2;11,5;EST;NA;NA;2015;;
TLO_013a018;NA;366;MUCURAO;Combretaceae;;13,7;13,3;EST;NA;NA;2015;;
TLO_013a018;NA;367;MACUCU;Fabaceae;;12,1;12,2;EST;NA;NA;2015;;
TLO_013a018;NA;368;PAU TANINO;Fabaceae;;29,4;21,9;EST;NA;NA;2015;;
TLO_013a018;NA;369;CUMARU ROXO;Humiriaceae;;14,8;14,0;EST;NA;NA;2015;;
TLO_013a018;NA;370;BREU VERMELHO;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;370B;JARAI;Euphorbiaceae;;14,9;14,1;EST;NA;NA;2015;;
TLO_013a018;NA;371;ENVIRA AMARELA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;372;MUNGUBA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;373;TAQUARI BRANCO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;374;LOURO ARITU;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;374E;CUPIUBA;Myrtaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;375;CUPUI;Melastomataceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_013a018;NA;375I;GITO VERMELHO;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_013a018;NA;375J;EMBAUBARANA;NA;;NA;NA;EST;NA;NA;2015;;
TLO_013a018;NA;376;FREIJO;Burseraceae;;26,4;20,5;EST;NA;NA;2015;;
TLO_013a018;NA;376B;ARACA BRAVO;Sapotaceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_013a018;NA;376F;ARACA ;Sapotaceae;;13,1;12,9;EST;NA;NA;2015;;
TLO_013a018;NA;377;ENVIRA SARA SARA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;378;SUCUPIRA VERMELHA;Humiriaceae;;22,0;18,3;EST;NA;NA;2015;;
TLO_013a018;NA;378B;FAVA VERMELHA;Lecythidaceae;;11,9;12,0;EST;NA;NA;2015;;
TLO_013a018;NA;378H;NA;NA;;11,1;11,5;EST;NA;NA;2015;;
TLO_013a018;NA;379;CARDEIRO;Simaroubaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;380;ACHICHA;Malpighiaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;380A;UCUUBA;Fabaceae;;13,9;13,4;EST;NA;NA;2015;;
TLO_013a018;NA;380B;SERINGARANA;Boraginaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_013a018;NA;380E;FAVA;Euphorbiaceae;;17,5;15,7;EST;NA;NA;2015;;
TLO_013a018;NA;381;TAQUARI BRANCO;Flacourtiaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_013a018;NA;381G;MUCURAO;Lauraceae;;10,1;10,7;EST;NA;NA;2015;;
TLO_013a018;NA;381I;ACHICHA;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_013a018;NA;382;MUIRAPIRANGA FG;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;383;INGA CHINELO;Chrysobalanaceae;;18,4;16,2;EST;NA;NA;2015;;
TLO_013a018;NA;383A1;URUCUM BRAVO;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;383A2;MUIRAPIRANGA;Fabaceae;;14,6;13,9;EST;NA;NA;2015;;
TLO_013a018;NA;383B;ACHICHA;Fabaceae;;13,6;13,2;EST;NA;NA;2015;;
TLO_013a018;NA;383E;LOURO PRETO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;383F;ARACA BRAVO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;383I;CARDEIRO;NA;;12,2;12,2;EST;NA;NA;2015;;
TLO_013a018;NA;384;CASTANHA DE COTIA;Chrysobalanaceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_013a018;NA;384B;BREU VERMELHO;Peridiscaceae;;12,3;12,3;EST;NA;NA;2015;;
TLO_013a018;NA;385;TANIMBUCA;Sapotaceae;;92,4;38,0;EST;NA;NA;2015;;
TLO_013a018;NA;385D;FAVA;Chrysobalanaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_013a018;NA;386;INGA VERMELHA;Cecropiaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;386A;UXIRANA;Humiriaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_013a018;NA;387;ENVIRA SARA SARA;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;387A;SERINGARANA;Fabaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_013a018;NA;388;URUCUM BRAVO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;389;URUCUM BRAVO;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;389B;URUCUM BRAVO;Bignoniaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;390;TACHI PRETO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_013a018;NA;383G;ENVIRA AMARELA;Burseraceae;;14,7;14,0;EST;NA;NA;2015;;
TLO_013a018;NA;391;TAQUARI BRANCO;Anacardiaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_013a018;NA;392;INGA VERMELHA;Meliaceae;;21,0;17,7;EST;NA;NA;2015;;
