common_name;species;genus;family
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Eschweilera amazoniciformis;Eschweilera ;Lecythidaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
MATAMATA AMARELO;Eschweilera grandiflora;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
UXI QUEBRA MACHADO;Vantanea micrantha;Vantanea ;Humiriaceae
MACARANDUBA;Manilkara spp ;Manilkara ;Sapotaceae
TACHI VERMELHO;Tachigali spp ;Tachigali ;Fabaceae
RIPEIRO VERMELHO;Eschweilera cyathiformis;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
JUTAI MIRIM;Dialium guianense;Dialium ;Fabaceae
LOURO PIRARUCU;Licaria crassifolia;Licaria ;Lauraceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
ABIURANA;Chrysophyllum pomiferum;Chrysophyllum ;Sapotaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
CAFE BRAVO;Coussarea ampla;Coussarea ;Rubiaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
PITOMBA RUGOSA;Talisia microphylla;Talisia ;Sapindaceae
LOURO FOFO;Ocotea subterminalis;Ocotea ;Lauraceae
ABIURANA ABIU;Pouteria venosa;Pouteria ;Sapotaceae
MACUCU PELUDO;Hirtella rodriguesii;Hirtella ;Chrysobalanaceae
MAMAOZINHO;Mouriri collocarpa;Mouriri ;Melastomataceae
JUTAI MIRIM;Pterocarpus officinalis;Pterocarpus ;Fabaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
BUCHUCHU C. DE VELHO;Miconia spp ;Miconia ;Melastomataceae
ABIURANA DE GUARIBA;Pouteria retinervis;Pouteria ;Sapotaceae
EMBAUBARANA;Pourouma villosa;Pourouma ;Urticaceae
LOURO FOFO;Lauraceae spp ;Lauraceae ;Lauraceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
UCUUBA VERMELHA;Virola spp ;Virola ;Myristicaceae
JUTAI MIRIM;Pterocarpus officinalis;Pterocarpus ;Fabaceae
MAUEIRA;Vochysia rufescens;Vochysia ;Vochysiaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MUIRAJIBOIA;Bocoa viridiflora;Bocoa ;Fabaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
SUCUPIRA CHORONA;Vatairea sp ;Vatairea ;Fabaceae
LOURO DE CAMPINA;Licaria rodriguesii;Licaria ;Lauraceae
BREU PELUDO;Protium trifoliolatum;Protium ;Burseraceae
CARAIPE;Licania apetala;Licania ;Chrysobalanaceae
MUIRAPIRANGA FM;Eperua duckeana;Eperua ;Fabaceae
ENVIRA FOFA;Guatteria spp ;Guatteria ;Annonaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MACUCU CHIADOR;Licania sothersiae;Licania ;Chrysobalanaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
PIABINHA;Diospyros sp ;Diospyros ;Ebenaceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
AZEITONA DA MATA;Myrcia subsericea;Myrcia ;Myrtaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
EMBAUBARANA;Pourouma cucura;Pourouma ;Urticaceae
FAVEIRA VERMELHA;Parkia decussata;Parkia ;Fabaceae
JUTAI MIRIM;Pterocarpus officinalis;Pterocarpus ;Fabaceae
PAPO DE MUTUM;Touroulia guianensis;Touroulia ;Quiinaceae
FALSA CUPIUBA;Rinorea guianensis;Rinorea ;Violaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
UCUUBA VERMELHA;Virola calophylla;Virola ;Myristicaceae
RIPEIRO VERMELHO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
CASTANHA VERMELHA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
MUIRAPIRANGA FM;Eperua duckeana;Eperua ;Fabaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
RIBEIRO BRANCO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
CASTANHA JACARE;Corythophora rimosa;Corythophora ;Lecythidaceae
TACHI PRETO;Tachigali spp ;Tachigali ;Fabaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
TANIMBUCA;Buchenavia spp ;Buchenavia ;Combretaceae
UXIRANA;Humiriaceae spp ;Humiriaceae ;Humiriaceae
PAU D'ARCO;Handroanthus capitatus;Handroanthus ;Bignoniaceae
LOURO ARITU;Licaria guianensis;Licaria ;Lauraceae
FAVEIRA CAMUZE;Stryphnodendron spp ;Stryphnodendron ;Fabaceae
CUPIUBA;Goupia glabra;Goupia ;Goupiaceae
LOURO PRETO;Lauraceae spp ;Lauraceae ;Lauraceae
MUIRAJIBOIA PRETA;Bocoa viridiflora;Bocoa ;Fabaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
CASTANHA JARANA FM;Lecythis spp ;Lecythis ;Lecythidaceae
ENVIRA BRANCA;Xylopia polyantha;Xylopia ;Annonaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
UCUUBA PUNA;Iryanthera elliptica;Iryanthera ;Myristicaceae
BREU BRANCO;Protium spp ;Protium ;Burseraceae
RIPEIRO VERMELHO;Eschweilera amazoniciformis;Eschweilera ;Lecythidaceae
INHARE;Moraceae spp ;Moraceae ;Moraceae
BREU BRANCO;Protium decandrum;Protium ;Burseraceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
MUIRAJIBOIA AMARELA;Swartzia tessmannii;Swartzia ;Fabaceae
CHICHUA;Maytenus guyanensis;Maytenus ;Celastraceae
ACHICHA;Sterculia frondosa;Sterculia ;Malvaceae
CASTANHA JARANA;Lecythis prancei;Lecythis ;Lecythidaceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CASTANHA FEDORENTA;Gustavia elliptica;Gustavia ;Lecythidaceae
CAJUI;Anacardium parvifolium;Anacardium ;Anacardiaceae
MUIRAJIBOIA JERIMUM;Swartzia tomentifera;Swartzia ;Fabaceae
BREU VERMELHO;Protium strumosum;Protium ;Burseraceae
PAU RAINHA;Brosimum rubescens;Brosimum ;Moraceae
CARAIPE;Licania apetala;Licania ;Chrysobalanaceae
RIPEIRO VERMELHO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
INGA COPAIBA;Zygia ramiflora;Zygia ;Fabaceae
ACARIQUARA ROXA;Minquartia guianensis;Minquartia ;Olacaceae
ABIURANA BATINGA;Pouteria spp ;Pouteria ;Sapotaceae
JACA BRAVA;Sorocea guilleminiana;Sorocea ;Moraceae
RIPEIRO VERMELHO;Eschweilera amazoniciformis;Eschweilera ;Lecythidaceae
CHICLETE BRAVO;Micropholis spp ;Micropholis ;Sapotaceae
GITO;Guarea carinata/trunciflora;Guarea ;Meliaceae
CASTANHA JARANA FM;Lecythis sp ;Lecythis ;Lecythidaceae
CASTANHA VERMELHA;Lecythis prancei;Lecythis ;Lecythidaceae
MUIRATINGA;Moraceae spp ;Moraceae ;Moraceae
MUIRAJIBOIA;Swartzia recurva;Swartzia ;Fabaceae
MUIRATINGA;Naucleopsis caloneura;Naucleopsis ;Moraceae
JACA BRAVA;Trymatococcus amazonicus;Trymatococcus ;Moraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
PAJURAZINHO;Couepia guianensis;Couepia ;Chrysobalanaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
SAPATEIRO;Tovomita aff caloneura;Tovomita ;Clusiaceae
CASTANHA JACARE;Corythophora rimosa;Corythophora ;Lecythidaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
BREU BRANCO;Protium pallidum;Protium ;Burseraceae
ENVIRA FOFA;Guatteria scytophylla;Guatteria ;Annonaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
MATAMATA AMARELO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
BACURI;Clusiaceae spp ;Clusiaceae ;Clusiaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
TACHI VERMELHO;Tachigali sp 1;Tachigali ;Fabaceae
EMBAUBARANA;Pourouma tomentosa;Pourouma ;Urticaceae
MATAMATA AMARELO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
TACHI PRETO;Tachigali spp ;Tachigali ;Fabaceae
MACARANDUBA;Manilkara bidentata;Manilkara ;Sapotaceae
INGA VERMELHA;Inga spp ;Inga ;Fabaceae
RIPEIRO BRANCO;Eschweilera spp ;Eschweilera ;Lecythidaceae
LOURO ARITU;Aniba panurensis sensu lato;Aniba ;Lauraceae
LOURO PIRARUCU;Licaria crassifolia;Licaria ;Lauraceae
JOAO MOLE;Nyctaginaceae sp 5;Nyctaginaceae ;Nyctaginaceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
ABIURANA VERMELHA;Pouteria erythrochrysa;Pouteria ;Sapotaceae
URUCURANA;Sloanea floribunda;Sloanea ;Elaeocarpaceae
ABIURANA ABIU;Chrysophyllum prieurii;Chrysophyllum ;Sapotaceae
RIPEIRO VERMELHO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
MACUCU CHIADOR;Licania spp ;Licania ;Chrysobalanaceae
CHICLETE BRAVO;Micropholis egensis;Micropholis ;Sapotaceae
INGA FERRO;Swartzia ingifolia;Swartzia ;Fabaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Corythophora alta;Corythophora ;Lecythidaceae
CARAPANAUBA;Aspidosperma carapanauba;Aspidosperma ;Apocynaceae
BUCHUCHU CANELA DE VELH;Miconia spp ;Miconia ;Melastomataceae
GOIABINHA;Myrcia spp ;Myrcia ;Myrtaceae
ABIURANA FEDORENTA;Pouteria erythrochrysa;Pouteria ;Sapotaceae
MUIRAJIBOIA PRETA;Cassipourea peruviana;Cassipourea ;Rhizophoraceae
LOURO ARITU;Sloanea cf eichleri;Sloanea ;Elaeocarpaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
BREU PELUDO;Protium trifoliolatum;Protium ;Burseraceae
INGA COPAIBA;Zygia ramiflora;Zygia ;Fabaceae
ENVIRA FOFA;Guatteria spp ;Guatteria ;Annonaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
BUCHUCHU FOLHA SERRILHADA;Miconia phanerostila;Miconia ;Melastomataceae
MAUEIRA;Erisma bicolor;Erisma ;Vochysiaceae
TACHI VERMELHO;Tachigali spp ;Tachigali ;Fabaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
JABOQUINHA;Eugenia citrifolia;Eugenia ;Myrtaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
BUCHUCHU FS;Miconia spp ;Miconia ;Melastomataceae
TANIMBUCA;Buchenavia tomentosa;Buchenavia ;Combretaceae
PIABINHA;Casearia spp ;Casearia ;Salicaceae
EMBAUBARANA;Pourouma villosa;Pourouma ;Urticaceae
ARACA BRAVO;Mouriri duckeana/duckeanoides;Mouriri ;Melastomataceae
TACHI VERMELHO;Tachigali cf paraensis;Tachigali ;Fabaceae
MATAMATA AMARELO;Eschweilera bracteosa;Eschweilera ;Lecythidaceae
CASTANHA VERMELHA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
EMBAUBA BENGUE;Cecropia concolor;Cecropia ;Urticaceae
ARACA BRAVO;Eugenia cf illepida;Eugenia ;Myrtaceae
LOURO FOFO;Ocotea cinerea;Ocotea ;Lauraceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
TACHI VERMELHO;Tachigali spp ;Tachigali ;Fabaceae
ABIURANA ABIU;Pouteria flavilatex;Pouteria ;Sapotaceae
ABIURANA;Pouteria retinervis;Pouteria ;Sapotaceae
MAUEIRA;Erisma bicolor;Erisma ;Vochysiaceae
PIAOZINHO;Micrandropsis scleroxylon;Micrandropsis ;Euphorbiaceae
PIAOZINHO;Micrandropsis scleroxylon;Micrandropsis ;Euphorbiaceae
INGA BRANCA;Inga sp ;Inga ;Fabaceae
ENVIRA FOFA;Guatteria spp ;Guatteria ;Annonaceae
BUCHUCHU ORELHA DE BURR;Indeterminado;#VALOR!;Indeterminado 
TACHI PRETO;Tachigali cf glauca;Tachigali ;Fabaceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
MANDIOQUEIRA LISA;Qualea aff paraensis;Qualea ;Vochysiaceae
CASTANHA JARANA FG;Lecythis prancei;Lecythis ;Lecythidaceae
ABIURANA OLHO DE VEADO;Pouteria anomala;Pouteria ;Sapotaceae
TACHI VERMELHO;Tachigali spp ;Tachigali ;Fabaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
JARAI;Pouteria cf elegans;Pouteria ;Sapotaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Gustavia elliptica;Gustavia ;Lecythidaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
UXI DE COTIA;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
INGA BRANCA;Inga grandiflora;Inga ;Fabaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
TAPURA;Byrsonima sp 2;Byrsonima ;Malpighiaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
CARAIPE;Licania sandwithii;Licania ;Chrysobalanaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
INGA;Dipteryx odorata;Dipteryx ;Fabaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
ENVIRA FOFA;Guatteria citriodora;Guatteria ;Annonaceae
INHARE;Pseudolmedia laevis;Pseudolmedia ;Moraceae
PIAOZINHO;Micrandropsis scleroxylon;Micrandropsis ;Euphorbiaceae
FALSA RAINHA;Helianthostylis sprucei;Helianthostylis ;Moraceae
ABIURANA BATINGA;Pouteria cf macrophylla;Pouteria ;Sapotaceae
JUTAICICA;Pterocarpus officinalis;Pterocarpus ;Fabaceae
BREU VERMELHO;Protium apiculatum;Protium ;Burseraceae
ABIURANA CASCA FINA;Pouteria spp ;Pouteria ;Sapotaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
ENVIRA BOBO;Annona neoinsignis;Annona ;Annonaceae
MUIRAPIRANGA;Eperua duckeana;Eperua ;Fabaceae
CASTANHA JARANA FM;Lecythis aff poiteaui;Lecythis ;Lecythidaceae
URUCURANA;Sloanea sp 3;Sloanea ;Elaeocarpaceae
JARAI;Pouteria cuspidata;Pouteria ;Sapotaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MUIRAJIBOIA JERIMUM;Swartzia tomentifera;Swartzia ;Fabaceae
SAPATEIRO;Tovomita gracilipes;Tovomita ;Clusiaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
INHARE;Helicostylis tomentosa;Helicostylis ;Moraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
UXI AMARELO;Endopleura uchi;Endopleura ;Humiriaceae
INGA BRANCA;Inga cf leiocalycina;Inga ;Fabaceae
ANANI;Symphonia globulifera;Symphonia ;Clusiaceae
LOURO FOFO;Ocotea percurrens;Ocotea ;Lauraceae
TINTEIRA;Cordia sagotii;Cordia ;Boraginaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
EMBAUBARANA;Pourouma tomentosa;Pourouma ;Urticaceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
RIPEIRO;Eschweilera spp ;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
ENVIRA AMARELA;Duguetia pycnastera;Duguetia ;Annonaceae
MATA MATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
ENVIRA PENTE DE MACACO;Apeiba echinata;Apeiba ;Malvaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
MATA MATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
UCUUBA BRANCA;Osteophloeum platyspermum;Osteophloeum ;Myristicaceae
LOURO FOFO;Ocotea cf leucoxylon;Ocotea ;Lauraceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MUIRAPIRANAGA FM;Eperua duckeana;Eperua ;Fabaceae
URUCURANA;Talisia cf cupularis;Talisia ;Sapindaceae
RIPEIRO  VERMELHO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
AZEITONA DA MATA;Myrcia subsericea;Myrcia ;Myrtaceae
MATAMATA MIRIM;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
ANGELIM RAJADO;Zygia racemosa;Zygia ;Fabaceae
ANANI;Symphonia globulifera;Symphonia ;Clusiaceae
BREU MANGA;Burseraceae spp ;Burseraceae ;Burseraceae
UCUUBA PRETA;Virola venosa;Virola ;Myristicaceae
AMAPA AMARGOSO;Brosimum parinarioides;Brosimum ;Moraceae
ARAÇA BRAVO;Eugenia citrifolia;Eugenia ;Myrtaceae
MUIRAJIBOIA JERIMUM;Swartzia tomentifera;Swartzia ;Fabaceae
RIPEIRO VERMELHO;Eschweilera pseudodecolorans;Eschweilera ;Lecythidaceae
CHICLETE BRAVO;Micropholis guyanensis;Micropholis ;Sapotaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
MACUCU DE SANGUE;Licania spp ;Licania ;Myristicaceae
JACA BRAVA;Trymatococcus amazonicus;Trymatococcus ;Moraceae
ACARIQUARA ROXA;Minquartia guianensis;Minquartia ;Olacaceae
ACARIQUARA ROXA;Minquartia guianensis;Minquartia ;Olacaceae
TACHI VERMELHO;Tachigali cf paraensis;Tachigali ;Fabaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
PAU RAINHA;Brosimum rubescens;Brosimum ;Moraceae
INGA VERMELHA;Inga spp ;Inga ;Fabaceae
UBAIA;Myrcia cf minutiflora;Myrcia ;Myrtaceae
INGA COPAIBA;Zygia ramiflora;Zygia ;Fabaceae
CASTANHA JARANA FM;Lecythis cf chartacea;Lecythis ;Lecythidaceae
RIPEIRO BRANCO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
PAPO DE MUTUM FM;Quiina florida;Quiina ;Quiinaceae
CASTANHA VERMELHA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
GUARIUBA;Clarisia racemosa;Clarisia ;Moraceae
UCUQUIRANA BRAVA;Micropholis guyanensis;Micropholis ;Sapotaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
URUCURANA;Dendrobangia boliviana;Dendrobangia ;Cardiopteridaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
LOURO FOFO;Licaria martiniana;Licaria ;Lauraceae
URUCURANA;Sloanea spp ;Sloanea ;Elaeocarpaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
RIPEIRO VERMELHO;Anacardium parvifolium;Anacardium ;Anacardiaceae
PIMENTA DE NAMBU;Lacistema grandifolium;Lacistema ;Lacistemataceae
JOÃO MOLE;Neea spp ;Neea ;Nyctaginaceae
GENERAL;Gustavia elliptica;Gustavia ;Lecythidaceae
CHICLETE BRAVO;Micropholis guyanensis;Micropholis ;Sapotaceae
MARUPA ROXO;Simaba polyphylla;Simaba ;Simaroubaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
ABIURANA CUTITE;Pouteria venosa;Pouteria ;Sapotaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
LOURO FOFO;Licaria martiniana;Licaria ;Lauraceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
CARAIPE;Licania apetala;Licania ;Chrysobalanaceae
MACUCU MURICI;Licania coriacea;Licania ;Chrysobalanaceae
ABIURANA OLHO DE VEADO;Pouteria anomala;Pouteria ;Sapotaceae
CASTANHA DE PORCO;Glycydendron amazonicum;Glycydendron ;Euphorbiaceae
LOURO PRETO;Lauraceae spp ;Lauraceae ;Lauraceae
INGA COPAIBA;Zygia ramiflora;Zygia ;Fabaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MUTUTI;Pterocarpus officinalis;Pterocarpus ;Fabaceae
MUIRAXIMBE;Amaioua aff guianensis;Amaioua ;Rubiaceae
INGA FERRO;Swartzia ingifolia;Swartzia ;Fabaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
MANDIOQUEIRA FG;Qualea paraensis;Qualea ;Vochysiaceae
CASCA DOCE;Pouteria venosa;Pouteria ;Sapotaceae
URUCUM BRAVO;Croton urucurana;Croton ;Euphorbiaceae
SERINGARANA;Rhodothyrsus macrophyllus;Rhodothyrsus ;Euphorbiaceae
ABIURANA OLHO DE VEADO;Pouteria anomala;Pouteria ;Sapotaceae
AZEITONA DA MATA;Myrcia subsericea;Myrcia ;Myrtaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
CASTANHA DE MACACO;Cariniana micrantha;Cariniana ;Lecythidaceae
MUIRAUBA;Mouriri duckeana/duckeanoides;Mouriri ;Melastomataceae
CARAIPERANA;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
MUIRATINGA;Sorocea guilleminiana;Sorocea ;Moraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
URUCURANA;Sloanea latifolia;Sloanea ;Elaeocarpaceae
SUCUPIRA AMARELA;Vatairea paraensis;Vatairea ;Fabaceae
MACUCU CHIADOR;Couepia cf spicata;Couepia ;Chrysobalanaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
MACUCU MURICI;Humiriaceae spp ;Humiriaceae ;Humiriaceae
MAPARAJUBA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
MUIRAPIRANGA FM;Eperua duckeana;Eperua ;Fabaceae
CAPITIU;Siparuna decipiens;Siparuna ;Siparunaceae
MATA MATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
MACUCU CHIADOR;Licania sandwithii;Licania ;Chrysobalanaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
LOURO GAMELA;Sextonia rubra;Sextonia ;Lauraceae
TACHI PRETO;Tachigali cf glauca;Tachigali ;Fabaceae
PAPO DE MUTUM;Quiina florida;Quiina ;Quiinaceae
TAUARI;Couratari stellata;Couratari ;Lecythidaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
BREU PITOMBA;Protium tenuifolium;Protium ;Burseraceae
CASTANHA JARANA FM;Lecythis cf chartacea;Lecythis ;Lecythidaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
BREU BRANCO;Protium pallidum;Protium ;Burseraceae
MACUCU CHIADOR;Licania heteromorpha;Licania ;Chrysobalanaceae
MUIRAPIRANGA;Eperua duckeana;Eperua ;Fabaceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
ESCORREGA MACACO;Peltogyne paniculata;Peltogyne ;Fabaceae
SAPATEIRO;Quiina paraensis;Quiina ;Quiinaceae
MATAMATA AMARELO;Eschweilera coriacea;Eschweilera ;Lecythidaceae
UCUQUIRANA BRAVA;Chrysophyllum sanguinolentum;Chrysophyllum ;Sapotaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
UCUUBA PRETA;Virola multicostata;Virola ;Myristicaceae
CASTANHA JARANA;Lecythis aff poiteaui;Lecythis ;Lecythidaceae
ENVIRA SURUCUCU;Bocageopsis multiflora;Bocageopsis ;Annonaceae
TACHI VERMELHO;Tachigali spp ;Tachigali ;Fabaceae
ABIURANA CUTITE;Pouteria cladantha;Pouteria ;Sapotaceae
SERINGARANA;Erisma floribundum;Erisma ;Vochysiaceae
LOURO ARITU;Lauraceae spp ;Lauraceae ;Lauraceae
MUIRAPIRANGA FM;Eperua duckeana;Eperua ;Fabaceae
MACUCU CHIADOR;Licania sothersiae;Licania ;Chrysobalanaceae
UCUUBA PUNA;Iryanthera juruensis;Iryanthera ;Myristicaceae
BREU VERMELHO;Tetragastris panamensis;Tetragastris ;Burseraceae
BREU VERMELHO;Protium polybotryum;Protium ;Burseraceae
